Randomizer Version: 4.6.1
Random Seed: 29002602117589
Settings String: 322AAgEAgSDAYYBiQEEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIGBQAyAAIAFFBva2Vtb24gUGxhdGludW0gKFMp3lSAj+PDOIo=

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1    |ABILITY2    |ITEM
248|TYRANITAR    |ROCK/DARK        | 100| 134| 110|  95| 100|  61|Rivalidad   | -          |
249|LUGIA        |PSYCHIC/FLYING   | 106|  90| 130|  90| 154| 110|Aclimatación|Nado Rápido |
250|HO-OH        |FIRE/FLYING      | 106| 130|  90| 110| 154|  90|Nado Rápido |Electromotor|Cen. Sagrada (100%)
251|CELEBI       |PSYCHIC/GRASS    | 100| 100| 100| 100| 100| 100|Agallas     |Gélido      |Baya Ziuela (100%)
252|TREECKO      |GRASS            |  40|  45|  35|  65|  55|  70|Absor. Agua | -          |
253|GROVYLE      |GRASS            |  50|  65|  45|  85|  65|  95|Sebo        | -          |
254|SCEPTILE     |GRASS            |  70|  85|  65| 105|  85| 120|Efec. Espora| -          |
255|TORCHIC      |FIRE             |  45|  60|  40|  70|  50|  45|Efec. Espora|Llovizna    |
256|COMBUSKEN    |FIRE/FIGHTING    |  60|  85|  60|  85|  60|  55|Recogida    | -          |
257|BLAZIKEN     |FIRE/FIGHTING    |  80| 120|  70| 110|  70|  80|Inmunidad   |Sebo        |
258|MUDKIP       |WATER            |  50|  70|  50|  50|  50|  40|Hedor       |Gélido      |
259|MARSHTOMP    |WATER/GROUND     |  70|  85|  70|  60|  70|  50|Efec. Espora|Humo Blanco |
260|SWAMPERT     |WATER/GROUND     | 100| 110|  90|  85|  90|  60|Audaz       |Espír. Vital|
261|POOCHYENA    |DARK             |  35|  55|  35|  30|  30|  35|Espesura    | -          |Baya Meloc (rare)
262|MIGHTYENA    |DARK             |  70|  90|  70|  60|  60|  70|Absor. Agua |Ausente     |Baya Meloc (rare)
263|ZIGZAGOON    |NORMAL           |  38|  30|  41|  30|  41|  60|Absor. Elec.| -          |Baya Aranja (rare)
264|LINOONE      |NORMAL           |  78|  70|  61|  50|  61| 100|Defensa Hoja|Rivalidad   |Baya Aranja (common), Baya Zidra (rare)
265|WURMPLE      |BUG              |  45|  45|  35|  20|  30|  20|Insonorizar | -          |
266|SILCOON      |BUG              |  50|  35|  55|  25|  25|  15|Piel Seca   | -          |
267|BEAUTIFLY    |BUG/FLYING       |  60|  70|  50|  90|  50|  65|Vista Lince |Dicha       |Muda Concha (rare)
268|CASCOON      |BUG              |  50|  35|  55|  25|  25|  15|Inicio Lento|Llovizna    |
269|DUSTOX       |BUG/POISON       |  60|  50|  70|  50|  90|  65|Cuerpo Puro |Robustez    |Muda Concha (rare)
270|LOTAD        |WATER/GRASS      |  40|  30|  30|  40|  50|  30|Simple      |Gran Encanto|
271|LOMBRE       |WATER/GRASS      |  60|  50|  50|  60|  70|  50|Cuerpo Llama|Roca Sólida |
272|LUDICOLO     |WATER/GRASS      |  80|  70|  70|  90| 100|  70|Nado Rápido |Inicio Lento|
273|SEEDOT       |GRASS            |  40|  40|  50|  30|  30|  30|Chorro Arena| -          |
274|NUZLEAF      |GRASS/DARK       |  70|  70|  40|  60|  40|  60|Rezagado    |Poder Solar |
275|SHIFTRY      |GRASS/DARK       |  90| 100|  60|  90|  60|  80|Trampa Arena| -          |
276|TAILLOW      |NORMAL/FLYING    |  40|  55|  30|  30|  30|  85|Absor. Elec.| -          |Baya Alcho (rare)
277|SWELLOW      |NORMAL/FLYING    |  60|  85|  60|  50|  50| 125|Sebo        | -          |Baya Alcho (rare)
278|WINGULL      |WATER/FLYING     |  40|  30|  30|  55|  30|  85|Intrépido   | -          |
279|PELIPPER     |WATER/FLYING     |  60|  50| 100|  85|  70|  65|Efec. Espora|Imán        |
280|RALTS        |PSYCHIC          |  28|  25|  25|  45|  35|  40|Entusiasmo  |Piel Seca   |
281|KIRLIA       |PSYCHIC          |  38|  35|  35|  65|  55|  50|Ausente     |Rompemoldes |
282|GARDEVOIR    |PSYCHIC          |  68|  65|  65| 125| 115|  80|Muro Mágico |Cacheo      |
283|SURSKIT      |BUG/WATER        |  40|  30|  32|  50|  52|  65|Intrépido   |Recogemiel  |
284|MASQUERAIN   |BUG/FLYING       |  70|  60|  62|  80|  82|  60|Encadenado  |Cabeza Roca |Polvo Plata (rare)
285|SHROOMISH    |GRASS            |  60|  40|  60|  40|  60|  35|Absor. Elec.|Cambio Color|Baya Kebia (rare)
286|BRELOOM      |GRASS/FIGHTING   |  60| 130|  80|  60|  60|  70|Impasible   | -          |Baya Kebia (rare)
287|SLAKOTH      |NORMAL           |  60|  60|  60|  35|  35|  30|Iluminación | -          |
288|VIGOROTH     |NORMAL           |  80|  80|  80|  55|  55|  90|Poder Solar |Corte Fuerte|
289|SLAKING      |NORMAL           | 150| 160| 100|  95|  65| 100|Presión     |Normalidad  |
290|NINCADA      |BUG/GROUND       |  31|  45|  90|  30|  30|  40|Gélido      | -          |
291|NINJASK      |BUG/FLYING       |  61|  90|  45|  50|  50| 160|Rivalidad   |Absor. Elec.|
292|SHEDINJA     |BUG/GHOST        |   1|  90|  45|  30|  30|  40|Superguarda | -          |
293|WHISMUR      |NORMAL           |  64|  51|  23|  51|  23|  28|Cacheo      | -          |Baya Atania (rare)
294|LOUDRED      |NORMAL           |  84|  71|  43|  71|  43|  48|Intrépido   | -          |Baya Atania (rare)
295|EXPLOUD      |NORMAL           | 104|  91|  63|  91|  63|  68|Cuerpo Puro |Piel Tosca  |Baya Atania (rare)
296|MAKUHITA     |FIGHTING         |  72|  60|  30|  20|  30|  25|Velo Arena  | -          |
297|HARIYAMA     |FIGHTING         | 144| 120|  60|  40|  60|  50|Adaptable   |Roca Sólida |Roca del Rey (rare)
298|AZURILL      |NORMAL           |  50|  20|  40|  20|  40|  20|Inicio Lento| -          |
299|NOSEPASS     |ROCK             |  30|  45| 135|  45|  90|  30|Irascible   |Sincronía   |Piedra Dura (rare)
300|SKITTY       |NORMAL           |  50|  45|  45|  35|  35|  50|Pies Rápidos|Irascible   |Baya Zanama (rare)
301|DELCATTY     |NORMAL           |  70|  65|  65|  55|  55|  70|Tumbos      |Mudar       |Baya Zanama (rare)
302|SABLEYE      |DARK/GHOST       |  50|  75|  75|  65|  65|  50|Mal Sueño   |Nado Rápido |
303|MAWILE       |STEEL            |  50|  85|  85|  55|  55|  50|Aclimatación|Dicha       |Baya Caoca (rare)
304|ARON         |STEEL/ROCK       |  50|  70| 100|  40|  40|  30|Velo Arena  | -          |Piedra Dura (rare)
305|LAIRON       |STEEL/ROCK       |  60|  90| 140|  50|  50|  40|Clorofila   |Robustez    |Piedra Dura (rare)
306|AGGRON       |STEEL/ROCK       |  70| 110| 180|  60|  60|  50|Sebo        | -          |Piedra Dura (rare)
307|MEDITITE     |FIGHTING/PSYCHIC |  30|  40|  55|  40|  55|  60|Madrugar    | -          |
308|MEDICHAM     |FIGHTING/PSYCHIC |  60|  60|  75|  60|  75|  80|Humo Blanco | -          |
309|ELECTRIKE    |ELECTRIC         |  40|  45|  40|  65|  40|  65|Audaz       | -          |
310|MANECTRIC    |ELECTRIC         |  70|  75|  60| 105|  60| 105|Enjambre    | -          |
311|PLUSLE       |ELECTRIC         |  60|  50|  40|  85|  75|  95|Chorro Arena| -          |
312|MINUN        |ELECTRIC         |  60|  40|  50|  75|  85|  95|Ojocompuesto| -          |
313|VOLBEAT      |BUG              |  65|  73|  55|  47|  75|  85|Impulso     | -          |
314|ILLUMISE     |BUG              |  65|  47|  55|  73|  75|  85|Ventosas    |Chorro Arena|
315|ROSELIA      |GRASS/POISON     |  50|  60|  45| 100|  80|  65|Caparazón   | -          |Flecha Ven. (rare)
316|GULPIN       |POISON           |  70|  43|  53|  43|  53|  40|Recogemiel  |Mal Sueño   |Perla Grande (rare)
317|SWALOT       |POISON           | 100|  73|  83|  73|  83|  55|Cambio Color|Insomnio    |Perla Grande (rare)
318|CARVANHA     |WATER/DARK       |  45|  90|  20|  65|  20|  65|Sombratrampa|Bucle Aire  |Diente Mar. (rare)
319|SHARPEDO     |WATER/DARK       |  70| 120|  40|  95|  40|  95|Ojocompuesto| -          |Diente Mar. (rare)
320|WAILMER      |WATER            | 130|  70|  35|  70|  35|  60|Piel Tosca  |Cuerpo Llama|
321|WAILORD      |WATER            | 170|  90|  45|  90|  45|  60|Inmunidad   |Encadenado  |
322|NUMEL        |FIRE/GROUND      |  60|  60|  40|  65|  45|  35|Entusiasmo  |Alerta      |Baya Safre (100%)
323|CAMERUPT     |FIRE/GROUND      |  70| 100|  70| 105|  75|  40|Filtro      |Ventosas    |Baya Safre (100%)
324|TORKOAL      |FIRE             |  70|  85| 140|  85|  70|  20|Espesura    |Despiste    |
325|SPOINK       |PSYCHIC          |  60|  25|  35|  70|  80|  60|Foco Interno| -          |Baya Yecana (rare)
326|GRUMPIG      |PSYCHIC          |  80|  45|  65|  90| 110|  80|Cura Natural|Experto     |Baya Yecana (rare)
327|SPINDA       |NORMAL           |  60|  60|  60|  60|  60|  60|Efec. Espora| -          |Baya Atania (rare)
328|TRAPINCH     |GROUND           |  45| 100|  45|  45|  45|  10|Levitación  |Sequía      |Arena Fina (rare)
329|VIBRAVA      |GROUND/DRAGON    |  50|  70|  50|  50|  50|  70|Espesura    |Foco Interno|
330|FLYGON       |GROUND/DRAGON    |  80| 100|  80|  80|  80| 100|Adaptable   |Irascible   |
331|CACNEA       |GRASS            |  50|  85|  40|  85|  40|  35|Cambio Color| -          |Toxiestrella (rare)
332|CACTURNE     |GRASS/DARK       |  70| 115|  60| 115|  60|  55|Velo Arena  | -          |Toxiestrella (rare)
333|SWABLU       |NORMAL/FLYING    |  45|  40|  60|  40|  75|  50|Piel Seca   |Rivalidad   |
334|ALTARIA      |DRAGON/FLYING    |  75|  70|  90|  70| 105|  80|Muro Mágico | -          |
335|ZANGOOSE     |NORMAL           |  73| 115|  60|  60|  60|  90|Madrugar    |Torrente    |Garra Rápida (rare)
336|SEVIPER      |POISON           |  73| 100|  60| 100|  60|  65|Audaz       | -          |
337|LUNATONE     |ROCK/PSYCHIC     |  70|  55|  65|  95|  85|  70|Dicha       | -          |Piedra Lunar (rare)
338|SOLROCK      |ROCK/PSYCHIC     |  70|  95|  85|  55|  65|  70|Adaptable   |Cabeza Roca |Piedra Solar (rare)
339|BARBOACH     |WATER/GROUND     |  50|  48|  43|  46|  41|  60|Agallas     |Imán        |
340|WHISCASH     |WATER/GROUND     | 110|  78|  73|  76|  71|  60|Mar Llamas  | -          |
341|CORPHISH     |WATER            |  43|  80|  65|  50|  35|  35|Antídoto    | -          |
342|CRAWDAUNT    |WATER/DARK       |  63| 120|  85|  90|  55|  55|Torrente    | -          |
343|BALTOY       |GROUND/PSYCHIC   |  40|  40|  55|  40|  70|  55|Llovizna    | -          |
344|CLAYDOL      |GROUND/PSYCHIC   |  60|  70| 105|  70| 120|  75|Cabeza Roca |Electromotor|
345|LILEEP       |ROCK/GRASS       |  66|  41|  77|  61|  87|  23|Mar Llamas  | -          |Raíz Grande (rare)
346|CRADILY      |ROCK/GRASS       |  86|  81|  97|  81| 107|  43|Robustez    |Sincronía   |Raíz Grande (rare)
347|ANORITH      |ROCK/BUG         |  45|  95|  50|  40|  50|  75|Elec. Estát.|Intimidación|
348|ARMALDO      |ROCK/BUG         |  75| 125| 100|  70|  80|  45|Afortunado  | -          |
349|FEEBAS       |WATER            |  20|  15|  20|  10|  55|  80|Ventosas    |Insomnio    |
350|MILOTIC      |WATER            |  95|  60|  79| 100| 125|  81|Ignífugo    | -          |
351|CASTFORM     |NORMAL           |  70|  70|  70|  70|  70|  70|Roca Sólida | -          |Agua Mística (100%)
352|KECLEON      |NORMAL           |  60|  90|  70|  60| 120|  40|Levitación  |Gula        |Baya Caquic (rare)
353|SHUPPET      |GHOST            |  44|  75|  35|  63|  33|  45|Sequía      |Afortunado  |Hechizo (rare)
354|BANETTE      |GHOST            |  64| 115|  65|  83|  63|  65|Indefenso   | -          |Hechizo (rare)
355|DUSKULL      |GHOST            |  20|  40|  90|  30|  90|  25|Absor. Agua | -          |Baya Drasi (rare)
356|DUSCLOPS     |GHOST            |  40|  70| 130|  60| 130|  25|Robustez    | -          |Baya Drasi (rare)
357|TROPIUS      |GRASS/FLYING     |  99|  68|  83|  72|  87|  51|Más         | -          |
358|CHIMECHO     |PSYCHIC          |  65|  50|  70|  95|  80|  65|Velo Agua   | -          |Baya Dillo (rare)
359|ABSOL        |DARK             |  65| 130|  60|  75|  60|  75|Mal Sueño   |Sequía      |
360|WYNAUT       |PSYCHIC          |  95|  23|  48|  23|  48|  23|Vista Lince | -          |
361|SNORUNT      |ICE              |  50|  50|  50|  50|  50|  50|Escama Esp. |Nevada      |Baya Baribá (rare)
362|GLALIE       |ICE              |  80|  80|  80|  80|  80|  80|Antídoto    | -          |Baya Baribá (rare)
363|SPHEAL       |ICE/WATER        |  70|  40|  50|  55|  50|  25|Francotirad.| -          |
364|SEALEO       |ICE/WATER        |  90|  60|  70|  75|  70|  45|Gélido      | -          |
365|WALREIN      |ICE/WATER        | 110|  80|  90|  95|  90|  65|Absor. Elec.|Liviano     |
366|CLAMPERL     |WATER            |  35|  64|  85|  74|  55|  32|Pararrayos  | -          |Perla Grande (rare)
367|HUNTAIL      |WATER            |  55| 104| 105|  94|  75|  52|Intimidación|Viscosidad  |Diente Mar. (rare)
368|GOREBYSS     |WATER            |  55|  84| 105| 114|  75|  52|Filtro      |Recogemiel  |Escama Mar. (rare)
369|RELICANTH    |WATER/ROCK       | 100|  90| 130|  45|  65|  55|Intrépido   | -          |Escama Mar. (rare)
370|LUVDISC      |WATER            |  43|  30|  55|  40|  65|  97|Mal Sueño   | -          |Esc. Corazón (common)
371|BAGON        |DRAGON           |  45|  75|  60|  40|  30|  50|Bucle Aire  |Intrépido   |Colmillodrag (rare)
372|SHELGON      |DRAGON           |  65|  95| 100|  60|  50|  50|Muro Mágico |Encadenado  |Colmillodrag (rare)
373|SALAMENCE    |DRAGON/FLYING    |  95| 135|  80| 110|  80| 100|Levitación  | -          |Colmillodrag (rare)
374|BELDUM       |STEEL/PSYCHIC    |  40|  55|  80|  35|  60|  30|Trampa Arena|Llovizna    |Rev.metálico (rare)
375|METANG       |STEEL/PSYCHIC    |  60|  75| 100|  55|  80|  50|Nado Rápido |Sombratrampa|Rev.metálico (rare)
376|METAGROSS    |STEEL/PSYCHIC    |  80| 135| 130|  95|  90|  70|Simple      |Sincronía   |Rev.metálico (rare)
377|REGIROCK     |ROCK             |  80| 100| 200|  50| 100|  50|Afortunado  |Potencia    |
378|REGICE       |ICE              |  80|  50| 100| 100| 200|  50|Escama Esp. | -          |
379|REGISTEEL    |STEEL            |  80|  75| 150|  75| 150|  50|Espír. Vital|Anticipación|
380|LATIAS       |DRAGON/PSYCHIC   |  80|  80|  90| 110| 130| 110|Rezagado    |Puño Férreo |
381|LATIOS       |DRAGON/PSYCHIC   |  80|  90|  80| 130| 110| 110|Ignorante   |Piel Tosca  |
382|KYOGRE       |WATER            | 100| 100|  90| 150| 140|  90|Ausente     |Más         |
383|GROUDON      |GROUND           | 100| 150| 140| 100|  90|  90|Anticipación|Elec. Estát.|
384|RAYQUAZA     |DRAGON/FLYING    | 105| 150|  90| 150|  90|  95|Gélido      | -          |
385|JIRACHI      |STEEL/PSYCHIC    | 100| 100| 100| 100| 100| 100|Piel Tosca  | -          |Tr. Estrella (100%)
386|DEOXYS       |PSYCHIC          |  50| 150|  50| 150|  50| 150|Rezagado    | -          |
387|TURTWIG      |GRASS            |  55|  68|  64|  45|  55|  31|Ritmo Propio|Impasible   |
388|GROTLE       |GRASS            |  75|  89|  85|  55|  65|  36|Llovizna    | -          |
389|TORTERRA     |GRASS/GROUND     |  95| 109| 105|  75|  85|  56|Polvo Escudo|Mudar       |
390|CHIMCHAR     |FIRE             |  44|  58|  44|  58|  44|  61|Potencia    | -          |
391|MONFERNO     |FIRE/FIGHTING    |  64|  78|  52|  78|  52|  81|Resquicio   | -          |
392|INFERNAPE    |FIRE/FIGHTING    |  76| 104|  71| 104|  71| 108|Mal Sueño   |Punto Tóxico|
393|PIPLUP       |WATER            |  53|  51|  53|  61|  56|  40|Adaptable   | -          |
394|PRINPLUP     |WATER            |  64|  66|  68|  81|  76|  50|Dicha       | -          |
395|EMPOLEON     |WATER/STEEL      |  84|  86|  88| 111| 101|  60|Inmunidad   | -          |
396|STARLY       |NORMAL/FLYING    |  40|  55|  30|  30|  30|  60|Ritmo Propio|Absor. Fuego|Baya Rimoya (rare)
397|STARAVIA     |NORMAL/FLYING    |  55|  75|  50|  40|  40|  80|Dicha       | -          |Baya Rimoya (rare)
398|STARAPTOR    |NORMAL/FLYING    |  85| 120|  70|  50|  50| 100|Armad. Bat. |Llovizna    |Baya Rimoya (rare)
399|BIDOOF       |NORMAL           |  59|  45|  40|  35|  40|  31|Anticipación|Robustez    |
400|BIBAREL      |NORMAL/WATER     |  79|  85|  60|  55|  60|  71|Velo Agua   |Aclimatación|Baya Aranja (common), Baya Zidra (rare)
401|KRICKETOT    |BUG              |  37|  25|  41|  25|  41|  25|Dicha       |Chorro Arena|Metrónomo (rare)
402|KRICKETUNE   |BUG              |  77|  85|  51|  55|  51|  65|Sebo        | -          |Metrónomo (rare)
403|SHINX        |ELECTRIC         |  45|  65|  34|  40|  34|  45|Cabeza Roca |Entusiasmo  |
404|LUXIO        |ELECTRIC         |  60|  85|  49|  60|  49|  60|Ignífugo    | -          |
405|LUXRAY       |ELECTRIC         |  80| 120|  79|  95|  79|  70|Nado Rápido |Electromotor|
406|BUDEW        |GRASS/POISON     |  40|  30|  35|  50|  70|  55|Vista Lince | -          |Flecha Ven. (rare)
407|ROSERADE     |GRASS/POISON     |  60|  70|  55| 125| 105|  90|Chorro Arena|Ignorante   |Flecha Ven. (rare)
408|CRANIDOS     |ROCK             |  67| 125|  40|  30|  30|  58|Enjambre    | -          |
409|RAMPARDOS    |ROCK             |  97| 165|  60|  65|  50|  58|Foco Interno|Puño Férreo |
410|SHIELDON     |ROCK/STEEL       |  30|  42| 118|  42|  88|  30|Absor. Agua | -          |
411|BASTIODON    |ROCK/STEEL       |  60|  52| 168|  47| 138|  30|Rompemoldes | -          |
412|BURMY        |BUG              |  40|  29|  45|  29|  45|  36|Llovizna    | -          |
413|WORMADAM     |BUG/GRASS        |  60|  59|  85|  79| 105|  36|Más         |Enjambre    |Polvo Plata (rare)
414|MOTHIM       |BUG/FLYING       |  70|  94|  50|  94|  50|  66|Energía Pura|Cura Natural|Polvo Plata (rare)
415|COMBEE       |BUG/FLYING       |  30|  30|  42|  30|  42|  70|Irascible   |Armad. Bat. |Miel (100%)
416|VESPIQUEN    |BUG/FLYING       |  70|  80| 102|  80| 102|  40|Nevada      |Energía Pura|Flecha Ven. (rare)
417|PACHIRISU    |ELECTRIC         |  60|  45|  70|  45|  90|  95|Chorro Arena|Presión     |
418|BUIZEL       |WATER            |  55|  65|  35|  60|  30|  85|Piel Tosca  |Cromolente  |Baya Gualot (rare)
419|FLOATZEL     |WATER            |  85| 105|  55|  85|  50| 115|Sequía      |Absor. Fuego|Baya Gualot (rare)
420|CHERUBI      |GRASS            |  45|  35|  45|  62|  53|  35|Muro Mágico | -          |Sem. Milagro (rare)
421|CHERRIM      |GRASS            |  70|  60|  70|  87|  78|  85|Aclimatación|Rompemoldes |Sem. Milagro (rare)
422|SHELLOS      |WATER            |  76|  48|  48|  57|  62|  34|Piel Seca   | -          |
423|GASTRODON    |WATER/GROUND     | 111|  83|  68|  92|  82|  39|Alerta      | -          |
424|AMBIPOM      |NORMAL           |  75| 100|  66|  60|  66| 115|Cromolente  | -          |
425|DRIFLOON     |GHOST/FLYING     |  90|  50|  34|  60|  44|  70|Armad. Bat. | -          |
426|DRIFBLIM     |GHOST/FLYING     | 150|  80|  44|  90|  54|  80|Inmunidad   | -          |
427|BUNEARY      |NORMAL           |  55|  66|  44|  44|  56|  85|Gula        |Sebo        |Baya Pomaro (rare)
428|LOPUNNY      |NORMAL           |  65|  76|  84|  54|  96| 105|Llovizna    |Rastro      |Baya Pomaro (rare)
429|MISMAGIUS    |GHOST            |  60|  60|  60| 105| 105| 105|Alerta      | -          |
430|HONCHKROW    |DARK/FLYING      | 100| 125|  52| 105|  52|  71|Afortunado  |Imán        |
431|GLAMEOW      |NORMAL           |  49|  55|  42|  42|  37|  85|Roca Sólida |Entusiasmo  |Baya Zreza (rare)
432|PURUGLY      |NORMAL           |  71|  82|  64|  64|  59| 112|Rivalidad   | -          |Baya Zreza (rare)
433|CHINGLING    |PSYCHIC          |  45|  30|  50|  65|  50|  45|Normalidad  |Adaptable   |Baya Dillo (rare)
434|STUNKY       |POISON/DARK      |  63|  63|  47|  41|  41|  74|Alerta      | -          |Baya Meloc (rare)
435|SKUNTANK     |POISON/DARK      | 103|  93|  67|  71|  61|  84|Anticipación| -          |Baya Meloc (rare)
436|BRONZOR      |STEEL/PSYCHIC    |  57|  24|  86|  24|  86|  23|Ignorante   | -          |Rev.metálico (rare)
437|BRONZONG     |STEEL/PSYCHIC    |  67|  89| 116|  79| 116|  33|Francotirad.| -          |Rev.metálico (rare)
438|BONSLY       |ROCK             |  50|  80|  95|  10|  45|  10|Pies Rápidos|Sombratrampa|
439|MIME JR.     |PSYCHIC          |  20|  25|  45|  70|  90|  60|Zoquete     | -          |Baya Zanama (rare)
440|HAPPINY      |NORMAL           | 100|   5|   5|  15|  65|  30|Caparazón   |Poder Solar |Piedra Oval (common), Puño Suerte (rare)
441|CHATOT       |NORMAL/FLYING    |  76|  65|  45|  92|  42|  91|Roca Sólida | -          |Metrónomo (rare)
442|SPIRITOMB    |GHOST/DARK       |  50|  92| 108|  92| 108|  35|Ignífugo    | -          |
443|GIBLE        |DRAGON/GROUND    |  58|  70|  45|  40|  45|  42|Rivalidad   | -          |Baya Anjiro (rare)
444|GABITE       |DRAGON/GROUND    |  68|  90|  65|  50|  55|  82|Madrugar    | -          |Baya Anjiro (rare)
445|GARCHOMP     |DRAGON/GROUND    | 108| 130|  95|  80|  85| 102|Agallas     | -          |Baya Anjiro (rare)
446|MUNCHLAX     |NORMAL           | 135|  85|  40|  40|  85|   5|Espír. Vital|Recogemiel  |Restos (100%)
447|RIOLU        |FIGHTING         |  40|  70|  40|  35|  40|  60|Humedad     | -          |
448|LUCARIO      |FIGHTING/STEEL   |  70| 110|  70| 115|  70|  90|Sincronía   |Levitación  |
449|HIPPOPOTAS   |GROUND           |  68|  72|  78|  38|  42|  32|Cura Natural|Absor. Elec.|
450|HIPPOWDON    |GROUND           | 108| 112| 118|  68|  72|  47|Gélido      | -          |
451|SKORUPI      |POISON/BUG       |  40|  50|  90|  30|  55|  65|Cromolente  |Gula        |Flecha Ven. (rare)
452|DRAPION      |POISON/DARK      |  70|  90| 110|  60|  75|  95|Armad. Bat. | -          |Flecha Ven. (rare)
453|CROAGUNK     |POISON/FIGHTING  |  48|  61|  40|  61|  40|  50|Impasible   | -          |Lodo Negro (rare)
454|TOXICROAK    |POISON/FIGHTING  |  83| 106|  65|  86|  65|  85|Mal Sueño   |Tumbos      |Lodo Negro (rare)
455|CARNIVINE    |GRASS            |  74| 100|  72|  90|  72|  46|Iluminación |Gran Encanto|
456|FINNEON      |WATER            |  49|  49|  56|  49|  61|  66|Encadenado  |Potencia    |Baya Tamar (rare)
457|LUMINEON     |WATER            |  69|  69|  76|  69|  86|  91|Pararrayos  |Imán        |Baya Tamar (rare)
458|MANTYKE      |WATER/FLYING     |  45|  20|  50|  60| 120|  50|Ritmo Propio| -          |
459|SNOVER       |GRASS/ICE        |  60|  62|  50|  62|  60|  40|Intimidación|Menos       |Antiderretir (rare)
460|ABOMASNOW    |GRASS/ICE        |  90|  92|  75|  92|  85|  60|Impasible   | -          |Antiderretir (rare)
461|WEAVILE      |DARK/ICE         |  70| 120|  65|  45|  85| 125|Velo Arena  | -          |Garra Garfio (common), Garra Rápida (rare)
462|MAGNEZONE    |ELECTRIC/STEEL   |  70|  70| 115| 130|  90|  60|Armad. Bat. |Ojocompuesto|Rev.metálico (rare)
463|LICKILICKY   |NORMAL           | 110|  85|  95|  80|  95|  50|Cuerpo Llama| -          |Cola Plúmbea (rare)
464|RHYPERIOR    |GROUND/ROCK      | 115| 140| 130|  55|  55|  40|Punto Tóxico|Poder Solar |
465|TANGROWTH    |GRASS            | 100| 100| 125| 110|  50|  50|Torrente    | -          |
466|ELECTIVIRE   |ELECTRIC         |  75| 123|  67|  95|  85|  95|Pararrayos  | -          |Electrizador (rare)
467|MAGMORTAR    |FIRE             |  75|  95|  67| 125|  95|  83|Recogemiel  | -          |Magmatizador (rare)
468|TOGEKISS     |NORMAL/FLYING    |  85|  50|  95| 120| 115|  80|Elec. Estát.|Indefenso   |
469|YANMEGA      |BUG/FLYING       |  86|  76|  86| 116|  56|  95|Filtro      |Gula        |Lupa (rare)
470|LEAFEON      |GRASS            |  65| 110| 130|  60|  65|  95|Descarga    |Sombratrampa|
471|GLACEON      |ICE              |  65|  60| 110| 130|  95|  65|Recogemiel  |Manto Níveo |
472|GLISCOR      |GROUND/FLYING    |  75|  95| 125|  45|  75|  95|Defensa Hoja| -          |
473|MAMOSWINE    |ICE/GROUND       | 110| 130|  80|  70|  60|  80|Zoquete     |Piel Tosca  |
474|PORYGON-Z    |NORMAL           |  85|  80|  70| 135|  75|  90|Iluminación | -          |
475|GALLADE      |PSYCHIC/FIGHTING |  68| 125|  65|  65| 115|  80|Cura Natural| -          |
476|PROBOPASS    |ROCK/STEEL       |  60|  55| 145|  75| 150|  40|Clorofila   |Normalidad  |Piedra Dura (rare)
477|DUSKNOIR     |GHOST            |  45| 100| 135|  65| 135|  45|Antídoto    | -          |Baya Drasi (rare)
478|FROSLASS     |ICE/GHOST        |  70|  80|  70|  80|  70| 110|Iluminación | -          |Baya Baribá (rare)
479|ROTOM        |ELECTRIC/GHOST   |  50|  50|  77|  95|  77|  91|Humedad     |Foco Interno|
480|UXIE         |PSYCHIC          |  75|  75| 130|  75| 130|  95|Gran Encanto| -          |
481|MESPRIT      |PSYCHIC          |  80| 105| 105| 105| 105|  80|Dicha       | -          |
482|AZELF        |PSYCHIC          |  75| 125|  70| 125|  70| 115|Defensa Hoja|Trampa Arena|
483|DIALGA       |STEEL/DRAGON     | 100| 120| 120| 150| 100|  90|Poder Solar |Viscosidad  |
484|PALKIA       |WATER/DRAGON     |  90| 120| 100| 150| 120| 100|Velo Arena  | -          |
485|HEATRAN      |FIRE/STEEL       |  91|  90| 106| 130| 106|  77|Cuerpo Llama|Piel Seca   |
486|REGIGIGAS    |NORMAL           | 110| 160| 110|  80| 110| 100|Insomnio    |Indefenso   |
487|GIRATINA     |GHOST/DRAGON     | 150| 100| 120| 100| 120|  90|Velo Agua   | -          |
488|CRESSELIA    |PSYCHIC          | 120|  70| 120|  75| 130|  85|Roca Sólida |Llovizna    |
489|PHIONE       |WATER            |  80|  80|  80|  80|  80|  80|Puño Férreo | -          |
490|MANAPHY      |WATER            | 100| 100| 100| 100| 100| 100|Francotirad.|Puño Férreo |
491|DARKRAI      |DARK             |  70|  90|  90| 135|  90| 125|Ojocompuesto|Menos       |
492|SHAYMIN      |GRASS            | 100| 100| 100| 100| 100| 100|Lodo Líquido| -          |Baya Ziuela (100%)
493|ARCEUS       |NORMAL           | 120| 120| 120| 120| 120| 120|Sequía      |Cuerpo Puro |
494|DEOXYS-A     |PSYCHIC          |  50| 180|  20| 180|  20| 150|Ausente     | -          |
495|DEOXYS-D     |PSYCHIC          |  50|  70| 160|  70| 160|  90|Manto Níveo | -          |
