Randomizer Version: 4.6.1
Random Seed: 218158380368997
Settings String: 322AAgEAgSDAYYBiQEEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIGBQAyAAIAFFBva2Vtb24gUGxhdGludW0gKFMp3lSAj+PDOIo=

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1    |ABILITY2    |ITEM
248|TYRANITAR    |ROCK/DARK        | 100| 134| 110|  95| 100|  61|Escama Esp. |Cabeza Roca |
249|LUGIA        |PSYCHIC/FLYING   | 106|  90| 130|  90| 154| 110|Manto Níveo |Caparazón   |
250|HO-OH        |FIRE/FLYING      | 106| 130|  90| 110| 154|  90|Llovizna    |Agallas     |Cen. Sagrada (100%)
251|CELEBI       |PSYCHIC/GRASS    | 100| 100| 100| 100| 100| 100|Defensa Hoja|Gran Encanto|Baya Ziuela (100%)
252|TREECKO      |GRASS            |  40|  45|  35|  65|  55|  70|Roca Sólida | -          |
253|GROVYLE      |GRASS            |  50|  65|  45|  85|  65|  95|Robustez    | -          |
254|SCEPTILE     |GRASS            |  70|  85|  65| 105|  85| 120|Vista Lince | -          |
255|TORCHIC      |FIRE             |  45|  60|  40|  70|  50|  45|Ignorante   | -          |
256|COMBUSKEN    |FIRE/FIGHTING    |  60|  85|  60|  85|  60|  55|Cuerpo Llama| -          |
257|BLAZIKEN     |FIRE/FIGHTING    |  80| 120|  70| 110|  70|  80|Entusiasmo  | -          |
258|MUDKIP       |WATER            |  50|  70|  50|  50|  50|  40|Imán        | -          |
259|MARSHTOMP    |WATER/GROUND     |  70|  85|  70|  60|  70|  50|Encadenado  | -          |
260|SWAMPERT     |WATER/GROUND     | 100| 110|  90|  85|  90|  60|Recogida    |Polvo Escudo|
261|POOCHYENA    |DARK             |  35|  55|  35|  30|  30|  35|Punto Tóxico|Bucle Aire  |Baya Meloc (rare)
262|MIGHTYENA    |DARK             |  70|  90|  70|  60|  60|  70|Bucle Aire  | -          |Baya Meloc (rare)
263|ZIGZAGOON    |NORMAL           |  38|  30|  41|  30|  41|  60|Mar Llamas  | -          |Baya Aranja (rare)
264|LINOONE      |NORMAL           |  78|  70|  61|  50|  61| 100|Ignífugo    | -          |Baya Aranja (common), Baya Zidra (rare)
265|WURMPLE      |BUG              |  45|  45|  35|  20|  30|  20|Bucle Aire  | -          |
266|SILCOON      |BUG              |  50|  35|  55|  25|  25|  15|Armad. Bat. |Impasible   |
267|BEAUTIFLY    |BUG/FLYING       |  60|  70|  50|  90|  50|  65|Afortunado  |Irascible   |Muda Concha (rare)
268|CASCOON      |BUG              |  50|  35|  55|  25|  25|  15|Poder Solar | -          |
269|DUSTOX       |BUG/POISON       |  60|  50|  70|  50|  90|  65|Intimidación|Flexibilidad|Muda Concha (rare)
270|LOTAD        |WATER/GRASS      |  40|  30|  30|  40|  50|  30|Mudar       |Vista Lince |
271|LOMBRE       |WATER/GRASS      |  60|  50|  50|  60|  70|  50|Inmunidad   | -          |
272|LUDICOLO     |WATER/GRASS      |  80|  70|  70|  90| 100|  70|Recogemiel  | -          |
273|SEEDOT       |GRASS            |  40|  40|  50|  30|  30|  30|Hidratación | -          |
274|NUZLEAF      |GRASS/DARK       |  70|  70|  40|  60|  40|  60|Descarga    |Puño Férreo |
275|SHIFTRY      |GRASS/DARK       |  90| 100|  60|  90|  60|  80|Absor. Elec.|Levitación  |
276|TAILLOW      |NORMAL/FLYING    |  40|  55|  30|  30|  30|  85|Ventosas    |Puño Férreo |Baya Alcho (rare)
277|SWELLOW      |NORMAL/FLYING    |  60|  85|  60|  50|  50| 125|Fuga        | -          |Baya Alcho (rare)
278|WINGULL      |WATER/FLYING     |  40|  30|  30|  55|  30|  85|Hedor       |Agallas     |
279|PELIPPER     |WATER/FLYING     |  60|  50| 100|  85|  70|  65|Nado Rápido | -          |
280|RALTS        |PSYCHIC          |  28|  25|  25|  45|  35|  40|Sebo        | -          |
281|KIRLIA       |PSYCHIC          |  38|  35|  35|  65|  55|  50|Humedad     |Inmunidad   |
282|GARDEVOIR    |PSYCHIC          |  68|  65|  65| 125| 115|  80|Fuga        | -          |
283|SURSKIT      |BUG/WATER        |  40|  30|  32|  50|  52|  65|Cura Lluvia |Pararrayos  |
284|MASQUERAIN   |BUG/FLYING       |  70|  60|  62|  80|  82|  60|Presión     |Simple      |Polvo Plata (rare)
285|SHROOMISH    |GRASS            |  60|  40|  60|  40|  60|  35|Inmunidad   | -          |Baya Kebia (rare)
286|BRELOOM      |GRASS/FIGHTING   |  60| 130|  80|  60|  60|  70|Sombratrampa|Insonorizar |Baya Kebia (rare)
287|SLAKOTH      |NORMAL           |  60|  60|  60|  35|  35|  30|Audaz       |Ausente     |
288|VIGOROTH     |NORMAL           |  80|  80|  80|  55|  55|  90|Gélido      |Sincronía   |
289|SLAKING      |NORMAL           | 150| 160| 100|  95|  65| 100|Humedad     | -          |
290|NINCADA      |BUG/GROUND       |  31|  45|  90|  30|  30|  40|Impasible   | -          |
291|NINJASK      |BUG/FLYING       |  61|  90|  45|  50|  50| 160|Cura Natural| -          |
292|SHEDINJA     |BUG/GHOST        |   1|  90|  45|  30|  30|  40|Superguarda | -          |
293|WHISMUR      |NORMAL           |  64|  51|  23|  51|  23|  28|Agallas     |Resquicio   |Baya Atania (rare)
294|LOUDRED      |NORMAL           |  84|  71|  43|  71|  43|  48|Poder Solar |Efec. Espora|Baya Atania (rare)
295|EXPLOUD      |NORMAL           | 104|  91|  63|  91|  63|  68|Mar Llamas  |Hidratación |Baya Atania (rare)
296|MAKUHITA     |FIGHTING         |  72|  60|  30|  20|  30|  25|Insomnio    | -          |
297|HARIYAMA     |FIGHTING         | 144| 120|  60|  40|  60|  50|Absor. Elec.| -          |Roca del Rey (rare)
298|AZURILL      |NORMAL           |  50|  20|  40|  20|  40|  20|Sebo        |Velo Arena  |
299|NOSEPASS     |ROCK             |  30|  45| 135|  45|  90|  30|Indefenso   | -          |Piedra Dura (rare)
300|SKITTY       |NORMAL           |  50|  45|  45|  35|  35|  50|Elec. Estát.|Hedor       |Baya Zanama (rare)
301|DELCATTY     |NORMAL           |  70|  65|  65|  55|  55|  70|Filtro      |Más         |Baya Zanama (rare)
302|SABLEYE      |DARK/GHOST       |  50|  75|  75|  65|  65|  50|Ritmo Propio| -          |
303|MAWILE       |STEEL            |  50|  85|  85|  55|  55|  50|Polvo Escudo| -          |Baya Caoca (rare)
304|ARON         |STEEL/ROCK       |  50|  70| 100|  40|  40|  30|Puño Férreo | -          |Piedra Dura (rare)
305|LAIRON       |STEEL/ROCK       |  60|  90| 140|  50|  50|  40|Bucle Aire  | -          |Piedra Dura (rare)
306|AGGRON       |STEEL/ROCK       |  70| 110| 180|  60|  60|  50|Pies Rápidos| -          |Piedra Dura (rare)
307|MEDITITE     |FIGHTING/PSYCHIC |  30|  40|  55|  40|  55|  60|Torrente    |Poder Solar |
308|MEDICHAM     |FIGHTING/PSYCHIC |  60|  60|  75|  60|  75|  80|Ojocompuesto| -          |
309|ELECTRIKE    |ELECTRIC         |  40|  45|  40|  65|  40|  65|Aclimatación| -          |
310|MANECTRIC    |ELECTRIC         |  70|  75|  60| 105|  60| 105|Experto     |Insomnio    |
311|PLUSLE       |ELECTRIC         |  60|  50|  40|  85|  75|  95|Absor. Agua |Piel Seca   |
312|MINUN        |ELECTRIC         |  60|  40|  50|  75|  85|  95|Ojocompuesto|Impasible   |
313|VOLBEAT      |BUG              |  65|  73|  55|  47|  75|  85|Cambio Color| -          |
314|ILLUMISE     |BUG              |  65|  47|  55|  73|  75|  85|Electromotor| -          |
315|ROSELIA      |GRASS/POISON     |  50|  60|  45| 100|  80|  65|Ausente     |Absor. Elec.|Flecha Ven. (rare)
316|GULPIN       |POISON           |  70|  43|  53|  43|  53|  40|Intimidación|Mudar       |Perla Grande (rare)
317|SWALOT       |POISON           | 100|  73|  83|  73|  83|  55|Velo Arena  |Intrépido   |Perla Grande (rare)
318|CARVANHA     |WATER/DARK       |  45|  90|  20|  65|  20|  65|Experto     |Irascible   |Diente Mar. (rare)
319|SHARPEDO     |WATER/DARK       |  70| 120|  40|  95|  40|  95|Mar Llamas  |Defensa Hoja|Diente Mar. (rare)
320|WAILMER      |WATER            | 130|  70|  35|  70|  35|  60|Nado Rápido |Sincronía   |
321|WAILORD      |WATER            | 170|  90|  45|  90|  45|  60|Insonorizar | -          |
322|NUMEL        |FIRE/GROUND      |  60|  60|  40|  65|  45|  35|Resquicio   | -          |Baya Safre (100%)
323|CAMERUPT     |FIRE/GROUND      |  70| 100|  70| 105|  75|  40|Alerta      | -          |Baya Safre (100%)
324|TORKOAL      |FIRE             |  70|  85| 140|  85|  70|  20|Normalidad  | -          |
325|SPOINK       |PSYCHIC          |  60|  25|  35|  70|  80|  60|Caparazón   |Pies Rápidos|Baya Yecana (rare)
326|GRUMPIG      |PSYCHIC          |  80|  45|  65|  90| 110|  80|Energía Pura| -          |Baya Yecana (rare)
327|SPINDA       |NORMAL           |  60|  60|  60|  60|  60|  60|Presión     |Cura Lluvia |Baya Atania (rare)
328|TRAPINCH     |GROUND           |  45| 100|  45|  45|  45|  10|Punto Tóxico| -          |Arena Fina (rare)
329|VIBRAVA      |GROUND/DRAGON    |  50|  70|  50|  50|  50|  70|Gran Encanto| -          |
330|FLYGON       |GROUND/DRAGON    |  80| 100|  80|  80|  80| 100|Pararrayos  | -          |
331|CACNEA       |GRASS            |  50|  85|  40|  85|  40|  35|Alerta      | -          |Toxiestrella (rare)
332|CACTURNE     |GRASS/DARK       |  70| 115|  60| 115|  60|  55|Potencia    | -          |Toxiestrella (rare)
333|SWABLU       |NORMAL/FLYING    |  45|  40|  60|  40|  75|  50|Nevada      | -          |
334|ALTARIA      |DRAGON/FLYING    |  75|  70|  90|  70| 105|  80|Polvo Escudo|Intimidación|
335|ZANGOOSE     |NORMAL           |  73| 115|  60|  60|  60|  90|Muro Mágico |Espír. Vital|Garra Rápida (rare)
336|SEVIPER      |POISON           |  73| 100|  60| 100|  60|  65|Manto Níveo | -          |
337|LUNATONE     |ROCK/PSYCHIC     |  70|  55|  65|  95|  85|  70|Descarga    |Poder Solar |Piedra Lunar (rare)
338|SOLROCK      |ROCK/PSYCHIC     |  70|  95|  85|  55|  65|  70|Humo Blanco | -          |Piedra Solar (rare)
339|BARBOACH     |WATER/GROUND     |  50|  48|  43|  46|  41|  60|Caparazón   | -          |
340|WHISCASH     |WATER/GROUND     | 110|  78|  73|  76|  71|  60|Espír. Vital|Humedad     |
341|CORPHISH     |WATER            |  43|  80|  65|  50|  35|  35|Experto     | -          |
342|CRAWDAUNT    |WATER/DARK       |  63| 120|  85|  90|  55|  55|Trampa Arena|Llovizna    |
343|BALTOY       |GROUND/PSYCHIC   |  40|  40|  55|  40|  70|  55|Velo Agua   | -          |
344|CLAYDOL      |GROUND/PSYCHIC   |  60|  70| 105|  70| 120|  75|Ignífugo    |Absor. Agua |
345|LILEEP       |ROCK/GRASS       |  66|  41|  77|  61|  87|  23|Liviano     | -          |Raíz Grande (rare)
346|CRADILY      |ROCK/GRASS       |  86|  81|  97|  81| 107|  43|Roca Sólida |Cacheo      |Raíz Grande (rare)
347|ANORITH      |ROCK/BUG         |  45|  95|  50|  40|  50|  75|Liviano     |Flexibilidad|
348|ARMALDO      |ROCK/BUG         |  75| 125| 100|  70|  80|  45|Pararrayos  |Fuga        |
349|FEEBAS       |WATER            |  20|  15|  20|  10|  55|  80|Liviano     |Impulso     |
350|MILOTIC      |WATER            |  95|  60|  79| 100| 125|  81|Ojocompuesto|Pararrayos  |
351|CASTFORM     |NORMAL           |  70|  70|  70|  70|  70|  70|Ritmo Propio|Absor. Elec.|Agua Mística (100%)
352|KECLEON      |NORMAL           |  60|  90|  70|  60| 120|  40|Torrente    |Cromolente  |Baya Caquic (rare)
353|SHUPPET      |GHOST            |  44|  75|  35|  63|  33|  45|Flexibilidad|Defensa Hoja|Hechizo (rare)
354|BANETTE      |GHOST            |  64| 115|  65|  83|  63|  65|Cromolente  | -          |Hechizo (rare)
355|DUSKULL      |GHOST            |  20|  40|  90|  30|  90|  25|Despiste    | -          |Baya Drasi (rare)
356|DUSCLOPS     |GHOST            |  40|  70| 130|  60| 130|  25|Mal Sueño   |Presión     |Baya Drasi (rare)
357|TROPIUS      |GRASS/FLYING     |  99|  68|  83|  72|  87|  51|Encadenado  | -          |
358|CHIMECHO     |PSYCHIC          |  65|  50|  70|  95|  80|  65|Llovizna    | -          |Baya Dillo (rare)
359|ABSOL        |DARK             |  65| 130|  60|  75|  60|  75|Absor. Agua |Recogemiel  |
360|WYNAUT       |PSYCHIC          |  95|  23|  48|  23|  48|  23|Gélido      |Alerta      |
361|SNORUNT      |ICE              |  50|  50|  50|  50|  50|  50|Imán        | -          |Baya Baribá (rare)
362|GLALIE       |ICE              |  80|  80|  80|  80|  80|  80|Insomnio    |Cura Natural|Baya Baribá (rare)
363|SPHEAL       |ICE/WATER        |  70|  40|  50|  55|  50|  25|Humedad     |Filtro      |
364|SEALEO       |ICE/WATER        |  90|  60|  70|  75|  70|  45|Potencia    | -          |
365|WALREIN      |ICE/WATER        | 110|  80|  90|  95|  90|  65|Recogida    | -          |
366|CLAMPERL     |WATER            |  35|  64|  85|  74|  55|  32|Zoquete     |Cromolente  |Perla Grande (rare)
367|HUNTAIL      |WATER            |  55| 104| 105|  94|  75|  52|Lodo Líquido| -          |Diente Mar. (rare)
368|GOREBYSS     |WATER            |  55|  84| 105| 114|  75|  52|Despiste    | -          |Escama Mar. (rare)
369|RELICANTH    |WATER/ROCK       | 100|  90| 130|  45|  65|  55|Viscosidad  |Filtro      |Escama Mar. (rare)
370|LUVDISC      |WATER            |  43|  30|  55|  40|  65|  97|Puño Férreo |Simple      |Esc. Corazón (common)
371|BAGON        |DRAGON           |  45|  75|  60|  40|  30|  50|Energía Pura|Cabeza Roca |Colmillodrag (rare)
372|SHELGON      |DRAGON           |  65|  95| 100|  60|  50|  50|Recogemiel  | -          |Colmillodrag (rare)
373|SALAMENCE    |DRAGON/FLYING    |  95| 135|  80| 110|  80| 100|Inicio Lento| -          |Colmillodrag (rare)
374|BELDUM       |STEEL/PSYCHIC    |  40|  55|  80|  35|  60|  30|Potencia    | -          |Rev.metálico (rare)
375|METANG       |STEEL/PSYCHIC    |  60|  75| 100|  55|  80|  50|Electromotor|Armad. Bat. |Rev.metálico (rare)
376|METAGROSS    |STEEL/PSYCHIC    |  80| 135| 130|  95|  90|  70|Experto     | -          |Rev.metálico (rare)
377|REGIROCK     |ROCK             |  80| 100| 200|  50| 100|  50|Madrugar    | -          |
378|REGICE       |ICE              |  80|  50| 100| 100| 200|  50|Rastro      |Anticipación|
379|REGISTEEL    |STEEL            |  80|  75| 150|  75| 150|  50|Mal Sueño   |Chorro Arena|
380|LATIAS       |DRAGON/PSYCHIC   |  80|  80|  90| 110| 130| 110|Dicha       | -          |
381|LATIOS       |DRAGON/PSYCHIC   |  80|  90|  80| 130| 110| 110|Intrépido   | -          |
382|KYOGRE       |WATER            | 100| 100|  90| 150| 140|  90|Cacheo      |Menos       |
383|GROUDON      |GROUND           | 100| 150| 140| 100|  90|  90|Absor. Elec.|Rivalidad   |
384|RAYQUAZA     |DRAGON/FLYING    | 105| 150|  90| 150|  90|  95|Hedor       |Despiste    |
385|JIRACHI      |STEEL/PSYCHIC    | 100| 100| 100| 100| 100| 100|Corte Fuerte|Energía Pura|Tr. Estrella (100%)
386|DEOXYS       |PSYCHIC          |  50| 150|  50| 150|  50| 150|Cura Natural|Experto     |
387|TURTWIG      |GRASS            |  55|  68|  64|  45|  55|  31|Adaptable   |Armad. Bat. |
388|GROTLE       |GRASS            |  75|  89|  85|  55|  65|  36|Irascible   |Mar Llamas  |
389|TORTERRA     |GRASS/GROUND     |  95| 109| 105|  75|  85|  56|Cambio Color| -          |
390|CHIMCHAR     |FIRE             |  44|  58|  44|  58|  44|  61|Gran Encanto|Resquicio   |
391|MONFERNO     |FIRE/FIGHTING    |  64|  78|  52|  78|  52|  81|Ignífugo    |Francotirad.|
392|INFERNAPE    |FIRE/FIGHTING    |  76| 104|  71| 104|  71| 108|Iluminación | -          |
393|PIPLUP       |WATER            |  53|  51|  53|  61|  56|  40|Intimidación| -          |
394|PRINPLUP     |WATER            |  64|  66|  68|  81|  76|  50|Mal Sueño   | -          |
395|EMPOLEON     |WATER/STEEL      |  84|  86|  88| 111| 101|  60|Experto     |Humo Blanco |
396|STARLY       |NORMAL/FLYING    |  40|  55|  30|  30|  30|  60|Ignífugo    | -          |Baya Rimoya (rare)
397|STARAVIA     |NORMAL/FLYING    |  55|  75|  50|  40|  40|  80|Sebo        | -          |Baya Rimoya (rare)
398|STARAPTOR    |NORMAL/FLYING    |  85| 120|  70|  50|  50| 100|Torrente    | -          |Baya Rimoya (rare)
399|BIDOOF       |NORMAL           |  59|  45|  40|  35|  40|  31|Impasible   |Nado Rápido |
400|BIBAREL      |NORMAL/WATER     |  79|  85|  60|  55|  60|  71|Liviano     | -          |Baya Aranja (common), Baya Zidra (rare)
401|KRICKETOT    |BUG              |  37|  25|  41|  25|  41|  25|Chorro Arena| -          |Metrónomo (rare)
402|KRICKETUNE   |BUG              |  77|  85|  51|  55|  51|  65|Nado Rápido | -          |Metrónomo (rare)
403|SHINX        |ELECTRIC         |  45|  65|  34|  40|  34|  45|Velo Arena  | -          |
404|LUXIO        |ELECTRIC         |  60|  85|  49|  60|  49|  60|Colector    |Inmunidad   |
405|LUXRAY       |ELECTRIC         |  80| 120|  79|  95|  79|  70|Ignífugo    | -          |
406|BUDEW        |GRASS/POISON     |  40|  30|  35|  50|  70|  55|Colector    | -          |Flecha Ven. (rare)
407|ROSERADE     |GRASS/POISON     |  60|  70|  55| 125| 105|  90|Resquicio   |Dicha       |Flecha Ven. (rare)
408|CRANIDOS     |ROCK             |  67| 125|  40|  30|  30|  58|Gula        |Sebo        |
409|RAMPARDOS    |ROCK             |  97| 165|  60|  65|  50|  58|Piel Seca   | -          |
410|SHIELDON     |ROCK/STEEL       |  30|  42| 118|  42|  88|  30|Robustez    | -          |
411|BASTIODON    |ROCK/STEEL       |  60|  52| 168|  47| 138|  30|Cura Natural| -          |
412|BURMY        |BUG              |  40|  29|  45|  29|  45|  36|Viscosidad  |Mar Llamas  |
413|WORMADAM     |BUG/GRASS        |  60|  59|  85|  79| 105|  36|Cuerpo Puro | -          |Polvo Plata (rare)
414|MOTHIM       |BUG/FLYING       |  70|  94|  50|  94|  50|  66|Filtro      | -          |Polvo Plata (rare)
415|COMBEE       |BUG/FLYING       |  30|  30|  42|  30|  42|  70|Cuerpo Puro | -          |Miel (100%)
416|VESPIQUEN    |BUG/FLYING       |  70|  80| 102|  80| 102|  40|Trampa Arena| -          |Flecha Ven. (rare)
417|PACHIRISU    |ELECTRIC         |  60|  45|  70|  45|  90|  95|Llovizna    | -          |
418|BUIZEL       |WATER            |  55|  65|  35|  60|  30|  85|Bucle Aire  | -          |Baya Gualot (rare)
419|FLOATZEL     |WATER            |  85| 105|  55|  85|  50| 115|Electromotor| -          |Baya Gualot (rare)
420|CHERUBI      |GRASS            |  45|  35|  45|  62|  53|  35|Despiste    | -          |Sem. Milagro (rare)
421|CHERRIM      |GRASS            |  70|  60|  70|  87|  78|  85|Energía Pura|Francotirad.|Sem. Milagro (rare)
422|SHELLOS      |WATER            |  76|  48|  48|  57|  62|  34|Escama Esp. |Vista Lince |
423|GASTRODON    |WATER/GROUND     | 111|  83|  68|  92|  82|  39|Adaptable   | -          |
424|AMBIPOM      |NORMAL           |  75| 100|  66|  60|  66| 115|Dicha       |Absor. Elec.|
425|DRIFLOON     |GHOST/FLYING     |  90|  50|  34|  60|  44|  70|Presión     |Corte Fuerte|
426|DRIFBLIM     |GHOST/FLYING     | 150|  80|  44|  90|  54|  80|Pies Rápidos| -          |
427|BUNEARY      |NORMAL           |  55|  66|  44|  44|  56|  85|Imán        |Pararrayos  |Baya Pomaro (rare)
428|LOPUNNY      |NORMAL           |  65|  76|  84|  54|  96| 105|Sombratrampa| -          |Baya Pomaro (rare)
429|MISMAGIUS    |GHOST            |  60|  60|  60| 105| 105| 105|Tumbos      | -          |
430|HONCHKROW    |DARK/FLYING      | 100| 125|  52| 105|  52|  71|Más         | -          |
431|GLAMEOW      |NORMAL           |  49|  55|  42|  42|  37|  85|Sombratrampa| -          |Baya Zreza (rare)
432|PURUGLY      |NORMAL           |  71|  82|  64|  64|  59| 112|Cambio Color| -          |Baya Zreza (rare)
433|CHINGLING    |PSYCHIC          |  45|  30|  50|  65|  50|  45|Espesura    | -          |Baya Dillo (rare)
434|STUNKY       |POISON/DARK      |  63|  63|  47|  41|  41|  74|Piel Seca   | -          |Baya Meloc (rare)
435|SKUNTANK     |POISON/DARK      | 103|  93|  67|  71|  61|  84|Poder Solar | -          |Baya Meloc (rare)
436|BRONZOR      |STEEL/PSYCHIC    |  57|  24|  86|  24|  86|  23|Roca Sólida |Imán        |Rev.metálico (rare)
437|BRONZONG     |STEEL/PSYCHIC    |  67|  89| 116|  79| 116|  33|Normalidad  | -          |Rev.metálico (rare)
438|BONSLY       |ROCK             |  50|  80|  95|  10|  45|  10|Ignífugo    |Muro Mágico |
439|MIME JR.     |PSYCHIC          |  20|  25|  45|  70|  90|  60|Nado Rápido | -          |Baya Zanama (rare)
440|HAPPINY      |NORMAL           | 100|   5|   5|  15|  65|  30|Absor. Elec.| -          |Piedra Oval (common), Puño Suerte (rare)
441|CHATOT       |NORMAL/FLYING    |  76|  65|  45|  92|  42|  91|Inmunidad   |Inicio Lento|Metrónomo (rare)
442|SPIRITOMB    |GHOST/DARK       |  50|  92| 108|  92| 108|  35|Clorofila   | -          |
443|GIBLE        |DRAGON/GROUND    |  58|  70|  45|  40|  45|  42|Mal Sueño   |Fuga        |Baya Anjiro (rare)
444|GABITE       |DRAGON/GROUND    |  68|  90|  65|  50|  55|  82|Tumbos      |Filtro      |Baya Anjiro (rare)
445|GARCHOMP     |DRAGON/GROUND    | 108| 130|  95|  80|  85| 102|Absor. Agua | -          |Baya Anjiro (rare)
446|MUNCHLAX     |NORMAL           | 135|  85|  40|  40|  85|   5|Espesura    |Inicio Lento|Restos (100%)
447|RIOLU        |FIGHTING         |  40|  70|  40|  35|  40|  60|Dicha       |Imán        |
448|LUCARIO      |FIGHTING/STEEL   |  70| 110|  70| 115|  70|  90|Absor. Elec.| -          |
449|HIPPOPOTAS   |GROUND           |  68|  72|  78|  38|  42|  32|Simple      |Lodo Líquido|
450|HIPPOWDON    |GROUND           | 108| 112| 118|  68|  72|  47|Robustez    | -          |
451|SKORUPI      |POISON/BUG       |  40|  50|  90|  30|  55|  65|Absor. Fuego|Velo Agua   |Flecha Ven. (rare)
452|DRAPION      |POISON/DARK      |  70|  90| 110|  60|  75|  95|Viscosidad  | -          |Flecha Ven. (rare)
453|CROAGUNK     |POISON/FIGHTING  |  48|  61|  40|  61|  40|  50|Chorro Arena|Alerta      |Lodo Negro (rare)
454|TOXICROAK    |POISON/FIGHTING  |  83| 106|  65|  86|  65|  85|Dicha       | -          |Lodo Negro (rare)
455|CARNIVINE    |GRASS            |  74| 100|  72|  90|  72|  46|Caparazón   | -          |
456|FINNEON      |WATER            |  49|  49|  56|  49|  61|  66|Audaz       | -          |Baya Tamar (rare)
457|LUMINEON     |WATER            |  69|  69|  76|  69|  86|  91|Indefenso   | -          |Baya Tamar (rare)
458|MANTYKE      |WATER/FLYING     |  45|  20|  50|  60| 120|  50|Ignorante   |Pies Rápidos|
459|SNOVER       |GRASS/ICE        |  60|  62|  50|  62|  60|  40|Velo Agua   | -          |Antiderretir (rare)
460|ABOMASNOW    |GRASS/ICE        |  90|  92|  75|  92|  85|  60|Intimidación|Inicio Lento|Antiderretir (rare)
461|WEAVILE      |DARK/ICE         |  70| 120|  65|  45|  85| 125|Caparazón   |Puño Férreo |Garra Garfio (common), Garra Rápida (rare)
462|MAGNEZONE    |ELECTRIC/STEEL   |  70|  70| 115| 130|  90|  60|Torrente    | -          |Rev.metálico (rare)
463|LICKILICKY   |NORMAL           | 110|  85|  95|  80|  95|  50|Absor. Fuego| -          |Cola Plúmbea (rare)
464|RHYPERIOR    |GROUND/ROCK      | 115| 140| 130|  55|  55|  40|Inmunidad   | -          |
465|TANGROWTH    |GRASS            | 100| 100| 125| 110|  50|  50|Normalidad  |Menos       |
466|ELECTIVIRE   |ELECTRIC         |  75| 123|  67|  95|  85|  95|Despiste    | -          |Electrizador (rare)
467|MAGMORTAR    |FIRE             |  75|  95|  67| 125|  95|  83|Absor. Elec.|Rompemoldes |Magmatizador (rare)
468|TOGEKISS     |NORMAL/FLYING    |  85|  50|  95| 120| 115|  80|Iluminación | -          |
469|YANMEGA      |BUG/FLYING       |  86|  76|  86| 116|  56|  95|Humedad     | -          |Lupa (rare)
470|LEAFEON      |GRASS            |  65| 110| 130|  60|  65|  95|Absor. Elec.| -          |
471|GLACEON      |ICE              |  65|  60| 110| 130|  95|  65|Roca Sólida |Madrugar    |
472|GLISCOR      |GROUND/FLYING    |  75|  95| 125|  45|  75|  95|Dicha       | -          |
473|MAMOSWINE    |ICE/GROUND       | 110| 130|  80|  70|  60|  80|Absor. Fuego| -          |
474|PORYGON-Z    |NORMAL           |  85|  80|  70| 135|  75|  90|Resquicio   | -          |
475|GALLADE      |PSYCHIC/FIGHTING |  68| 125|  65|  65| 115|  80|Cabeza Roca |Inmunidad   |
476|PROBOPASS    |ROCK/STEEL       |  60|  55| 145|  75| 150|  40|Liviano     | -          |Piedra Dura (rare)
477|DUSKNOIR     |GHOST            |  45| 100| 135|  65| 135|  45|Aclimatación| -          |Baya Drasi (rare)
478|FROSLASS     |ICE/GHOST        |  70|  80|  70|  80|  70| 110|Recogemiel  |Indefenso   |Baya Baribá (rare)
479|ROTOM        |ELECTRIC/GHOST   |  50|  50|  77|  95|  77|  91|Ojocompuesto|Adaptable   |
480|UXIE         |PSYCHIC          |  75|  75| 130|  75| 130|  95|Defensa Hoja| -          |
481|MESPRIT      |PSYCHIC          |  80| 105| 105| 105| 105|  80|Francotirad.|Ritmo Propio|
482|AZELF        |PSYCHIC          |  75| 125|  70| 125|  70| 115|Liviano     | -          |
483|DIALGA       |STEEL/DRAGON     | 100| 120| 120| 150| 100|  90|Absor. Fuego|Hedor       |
484|PALKIA       |WATER/DRAGON     |  90| 120| 100| 150| 120| 100|Imán        |Más         |
485|HEATRAN      |FIRE/STEEL       |  91|  90| 106| 130| 106|  77|Nado Rápido |Mal Sueño   |
486|REGIGIGAS    |NORMAL           | 110| 160| 110|  80| 110| 100|Trampa Arena|Manto Níveo |
487|GIRATINA     |GHOST/DRAGON     | 150| 100| 120| 100| 120|  90|Enjambre    | -          |
488|CRESSELIA    |PSYCHIC          | 120|  70| 120|  75| 130|  85|Escudo Magma| -          |
489|PHIONE       |WATER            |  80|  80|  80|  80|  80|  80|Pies Rápidos| -          |
490|MANAPHY      |WATER            | 100| 100| 100| 100| 100| 100|Viscosidad  | -          |
491|DARKRAI      |DARK             |  70|  90|  90| 135|  90| 125|Ignífugo    | -          |
492|SHAYMIN      |GRASS            | 100| 100| 100| 100| 100| 100|Puño Férreo |Antídoto    |Baya Ziuela (100%)
493|ARCEUS       |NORMAL           | 120| 120| 120| 120| 120| 120|Iluminación | -          |
494|DEOXYS-A     |PSYCHIC          |  50| 180|  20| 180|  20| 150|Foco Interno|Rompemoldes |
495|DEOXYS-D     |PSYCHIC          |  50|  70| 160|  70| 160|  90|Polvo Escudo|Recogemiel  |
496|DEOXYS-S     |PSYCHIC          |  50|  95|  90|  95|  90| 180|Adaptable   |Pies Rápidos|
